age,gender,bmi,children,smoker,region,charges
60,male,18.082800758496848,2,no,southwest,15386.70555919663
20,male,28.991641024470134,1,no,northwest,8496.122410865886
50,male,21.709027897040773,1,no,southeast,13536.667984580628
23,male,26.956987456444597,0,no,northwest,6442.600930781762
27,female,34.296330678999894,4,no,northwest,11359.925090233437
22,male,22.322461633654306,1,no,southwest,9457.305895908434
40,male,15.878849909014681,1,no,southwest,9891.85254553202
27,female,24.855983112479556,2,no,northeast,12464.26100879327
61,male,30.403838539994283,4,yes,northeast,44178.51117987829
19,male,33.833389816882374,0,no,southwest,12722.15734967259
